# Stacked over transitions
#['P36', 'P37', 'P38', 'P39', 'P40', 'P41', 'P42']
 Vhelio,      flux,  err_flux,          SA,   err_SA
-150.00,    0.9987,    0.0088,       0.406,    7.274
-149.00,    0.9935,    0.0087,      -0.531,    7.313
-148.00,    0.9890,    0.0086,      -0.516,    7.248
-147.00,    0.9904,    0.0086,       5.018,    7.143
-146.00,    0.9886,    0.0086,       3.639,    6.997
-145.00,    0.9877,    0.0086,      -6.026,    6.938
-144.00,    0.9830,    0.0085,      -6.744,    7.044
-143.00,    0.9822,    0.0085,      -3.837,    7.165
-142.00,    0.9810,    0.0084,       3.465,    7.140
-141.00,    0.9825,    0.0084,       5.001,    7.184
-140.00,    0.9789,    0.0084,      -2.688,    7.164
-139.00,    0.9774,    0.0084,      -3.936,    7.145
-138.00,    0.9807,    0.0084,      -4.758,    7.148
-137.00,    0.9875,    0.0085,      -3.801,    7.110
-136.00,    0.9944,    0.0085,       1.132,    7.079
-135.00,    0.9974,    0.0087,       3.468,    7.134
-134.00,    0.9940,    0.0087,       1.101,    7.251
-133.00,    0.9896,    0.0088,       0.703,    7.372
-132.00,    0.9840,    0.0087,      -0.814,    7.112
-131.00,    0.9825,    0.0086,      10.297,    7.132
-130.00,    0.9827,    0.0087,      16.288,    7.362
-129.00,    0.9851,    0.0088,      12.090,    7.540
-128.00,    0.9903,    0.0089,       9.753,    7.504
-127.00,    0.9929,    0.0089,       8.142,    7.404
-126.00,    0.9912,    0.0089,       5.427,    7.330
-125.00,    0.9907,    0.0089,       4.018,    7.302
-124.00,    0.9912,    0.0088,       2.906,    7.159
-123.00,    0.9918,    0.0087,       3.298,    7.048
-122.00,    0.9858,    0.0085,       4.765,    7.069
-121.00,    0.9769,    0.0084,       0.445,    6.989
-120.00,    0.9698,    0.0083,      -9.184,    6.966
-119.00,    0.9669,    0.0083,      -6.233,    7.014
-118.00,    0.9712,    0.0083,      -1.143,    7.057
-117.00,    0.9808,    0.0084,       3.632,    6.997
-116.00,    0.9899,    0.0084,       3.707,    6.984
-115.00,    0.9913,    0.0085,      -2.939,    7.091
-114.00,    0.9825,    0.0085,      -3.779,    7.052
-113.00,    0.9767,    0.0084,      -5.569,    7.125
-112.00,    0.9750,    0.0084,      -5.975,    7.159
-111.00,    0.9761,    0.0084,       3.229,    7.244
-110.00,    0.9814,    0.0085,       5.230,    7.289
-109.00,    0.9865,    0.0086,      10.042,    7.323
-108.00,    0.9925,    0.0087,      -2.166,    7.324
-107.00,    0.9951,    0.0088,      -5.628,    7.262
-106.00,    0.9938,    0.0088,      -5.635,    7.280
-105.00,    0.9969,    0.0088,      -7.271,    7.279
-104.00,    1.0016,    0.0087,      -0.146,    7.094
-103.00,    1.0053,    0.0087,       5.245,    6.993
-102.00,    1.0050,    0.0087,      -0.179,    7.072
-101.00,    0.9964,    0.0087,      -9.053,    7.095
-100.00,    0.9901,    0.0086,      -9.957,    7.158
 -99.00,    0.9891,    0.0086,       0.333,    7.222
 -98.00,    0.9916,    0.0086,       2.222,    7.194
 -97.00,    0.9974,    0.0087,      -2.851,    7.105
 -96.00,    1.0003,    0.0087,      -4.997,    7.096
 -95.00,    1.0054,    0.0087,      -7.537,    7.088
 -94.00,    1.0085,    0.0087,      -6.407,    6.996
 -93.00,    1.0077,    0.0087,      -7.811,    7.050
 -92.00,    1.0030,    0.0087,      -2.147,    7.094
 -91.00,    1.0012,    0.0087,      -2.137,    7.020
 -90.00,    0.9995,    0.0087,      -5.565,    6.895
 -89.00,    0.9960,    0.0086,       4.543,    6.894
 -88.00,    0.9962,    0.0086,      14.683,    6.904
 -87.00,    1.0015,    0.0086,       2.565,    6.927
 -86.00,    1.0030,    0.0086,       1.565,    6.943
 -85.00,    1.0022,    0.0086,       1.221,    6.907
 -84.00,    0.9992,    0.0085,       1.036,    6.933
 -83.00,    0.9986,    0.0085,       2.830,    6.938
 -82.00,    1.0012,    0.0084,       4.983,    6.883
 -81.00,    1.0004,    0.0084,       0.943,    6.859
 -80.00,    0.9958,    0.0083,       1.843,    6.839
 -79.00,    0.9911,    0.0084,       4.319,    6.895
 -78.00,    0.9916,    0.0084,       5.670,    7.019
 -77.00,    0.9995,    0.0085,       2.297,    6.872
