# Stacked over transitions
#['P21', 'P22', 'P23', 'P25', 'P26', 'P27', 'P28', 'P29', 'P30', 'P31', 'P32', 'P34', 'P35', 'P36', 'P37', 'P38', 'P39', 'P40', 'P41', 'P42']
 Vhelio,      flux,  err_flux,          SA,   err_SA
-150.00,    1.0133,    0.0033,       0.736,    2.421
-149.00,    1.0155,    0.0033,      -1.581,    2.443
-148.00,    1.0172,    0.0033,      -3.052,    2.449
-147.00,    1.0190,    0.0033,      -1.992,    2.439
-146.00,    1.0189,    0.0033,      -0.662,    2.444
-145.00,    1.0185,    0.0033,      -0.606,    2.453
-144.00,    1.0192,    0.0033,       1.191,    2.435
-143.00,    1.0193,    0.0033,      -1.788,    2.410
-142.00,    1.0186,    0.0033,      -0.729,    2.408
-141.00,    1.0156,    0.0033,       0.694,    2.424
-140.00,    1.0133,    0.0033,       2.670,    2.414
-139.00,    1.0131,    0.0033,       2.719,    2.443
-138.00,    1.0138,    0.0033,       0.104,    2.440
-137.00,    1.0141,    0.0033,       0.739,    2.445
-136.00,    1.0148,    0.0033,       1.357,    2.417
-135.00,    1.0169,    0.0033,       2.932,    2.421
-134.00,    1.0177,    0.0033,       3.579,    2.439
-133.00,    1.0168,    0.0033,       2.301,    2.459
-132.00,    1.0134,    0.0033,      -0.389,    2.437
-131.00,    1.0109,    0.0032,       2.647,    2.429
-130.00,    1.0098,    0.0032,       3.188,    2.427
-129.00,    1.0110,    0.0032,       1.361,    2.410
-128.00,    1.0144,    0.0032,      -0.381,    2.393
-127.00,    1.0162,    0.0032,       0.517,    2.392
-126.00,    1.0177,    0.0032,      -0.125,    2.370
-125.00,    1.0173,    0.0032,      -1.035,    2.366
-124.00,    1.0173,    0.0032,      -1.743,    2.356
-123.00,    1.0193,    0.0032,      -0.502,    2.359
-122.00,    1.0212,    0.0032,      -2.639,    2.348
-121.00,    1.0210,    0.0032,       0.033,    2.318
-120.00,    1.0188,    0.0032,       2.207,    2.348
-119.00,    1.0162,    0.0032,       1.535,    2.382
-118.00,    1.0147,    0.0032,      -0.568,    2.363
-117.00,    1.0151,    0.0032,       0.775,    2.354
-116.00,    1.0163,    0.0032,       2.132,    2.322
-115.00,    1.0163,    0.0032,      -2.156,    2.301
