# Stacked over transitions
#['P21', 'P22', 'P23', 'P25', 'P26', 'P27', 'P28', 'P29', 'P30', 'P31', 'P32', 'P34', 'P35', 'P36', 'P37', 'P38', 'P39', 'P40', 'P41', 'P42']
 Vhelio,      flux,  err_flux,          SA,   err_SA
-150.00,    0.9842,    0.0057,      -6.295,    3.902
-149.00,    0.9846,    0.0057,      -3.493,    3.922
-148.00,    0.9813,    0.0057,       0.088,    3.939
-147.00,    0.9818,    0.0057,       2.158,    3.900
-146.00,    0.9808,    0.0057,       3.963,    3.904
-145.00,    0.9817,    0.0057,       5.286,    3.910
-144.00,    0.9844,    0.0057,      -0.828,    3.888
-143.00,    0.9874,    0.0057,       1.659,    3.849
-142.00,    0.9923,    0.0057,      -0.935,    3.877
-141.00,    0.9951,    0.0058,      -1.669,    3.845
-140.00,    0.9983,    0.0058,      -1.986,    3.783
-139.00,    1.0023,    0.0058,      -1.058,    3.779
-138.00,    1.0062,    0.0057,       0.461,    3.740
-137.00,    1.0104,    0.0057,       3.778,    3.668
-136.00,    1.0164,    0.0056,       0.527,    3.613
-135.00,    1.0159,    0.0056,      -0.976,    3.593
-134.00,    1.0093,    0.0056,       1.299,    3.565
-133.00,    1.0000,    0.0054,       4.052,    3.441
-132.00,    1.0038,    0.0053,       3.478,    3.433
-131.00,    1.0112,    0.0053,      -4.575,    3.505
-130.00,    1.0160,    0.0053,      -9.063,    3.523
-129.00,    1.0170,    0.0053,     -10.833,    3.412
-128.00,    1.0166,    0.0052,      -5.307,    3.397
-127.00,    1.0193,    0.0052,       0.433,    3.400
-126.00,    1.0232,    0.0052,       0.558,    3.403
-125.00,    1.0242,    0.0052,      -0.650,    3.362
-124.00,    1.0217,    0.0051,      -2.702,    3.364
-123.00,    1.0197,    0.0051,      -2.666,    3.310
-122.00,    1.0156,    0.0051,       0.473,    3.291
-121.00,    1.0139,    0.0051,       1.581,    3.310
-120.00,    1.0144,    0.0050,       0.063,    3.308
-119.00,    1.0164,    0.0050,       2.836,    3.268
-118.00,    1.0156,    0.0050,       1.291,    3.252
